id,url,subject,description,Category,,,,,,
starlingx%2Futilities~master~I5c7639fb77e7a2a3edd3c99a8b29b0761cd444c4,https://review.opendev.org/720615,Verify-license refactoring,"Verify-license refactoring  Added variable number of arguments capability and cleaned up unused code. Allowing variable number of arguments would help different vendors implement their own version of licensing that might need additional information to be passed to the verify_license function, e.g. software version.  Story: 2007403 Task: 39407  Change-Id: I5c7639fb77e7a2a3edd3c99a8b29b0761cd444c4 Signed-off-by: Carmen Rata <carmen.rata@windriver.com>",objective,,,,,,
starlingx%2Futilities~master~I5c7639fb77e7a2a3edd3c99a8b29b0761cd444c4,https://review.opendev.org/720615,Verify-license refactoring,"Verify-license refactoring  Added variable number of arguments capability and cleaned up unused code. Allowing variable number of arguments would help different vendors implement their own version of licensing that might need additional information to be passed to the verify_license function, e.g. software version.  Story: 2007403 Task: 39407  Change-Id: I5c7639fb77e7a2a3edd3c99a8b29b0761cd444c4 Signed-off-by: Carmen Rata <carmen.rata@windriver.com>",quality,,,,,,
starlingx%2Futilities~master~I5c7639fb77e7a2a3edd3c99a8b29b0761cd444c4,https://review.opendev.org/720615,Verify-license refactoring,"Verify-license refactoring  Added variable number of arguments capability and cleaned up unused code. Allowing variable number of arguments would help different vendors implement their own version of licensing that might need additional information to be passed to the verify_license function, e.g. software version.  Story: 2007403 Task: 39407  Change-Id: I5c7639fb77e7a2a3edd3c99a8b29b0761cd444c4 Signed-off-by: Carmen Rata <carmen.rata@windriver.com>",objective,,,,,,
x%2Fstackalytics~master~I7a7fbdfaeec7fc8fc0a22021d0640848a5f08e87,https://review.opendev.org/46675,Refactor read_uri function,Refactor read_uri function  Change-Id: I7a7fbdfaeec7fc8fc0a22021d0640848a5f08e87,refactoring,,,,,,
openstack%2Fswift~master~I9a20d37fc9e1a68b10149a7aa78cb9691fc04ea9,https://review.opendev.org/42447,Refactor path splitting and validation.,"Refactor path splitting and validation.  The account, container, and object servers all do the same thing at the top of GET/PUT/etc.: they split the path, validate that the first two components are a good (device, partition) pair, and return a 400 if they're not. The object server already had a module-local helper function for this, but the account and container servers just had duplicate boilerplate code. Now it's all in one common helper.  Change-Id: I9a20d37fc9e1a68b10149a7aa78cb9691fc04ea9",refactoring,,,,,,
openstack%2Fswift~master~I9a20d37fc9e1a68b10149a7aa78cb9691fc04ea9,https://review.opendev.org/42447,Refactor path splitting and validation.,"Refactor path splitting and validation.  The account, container, and object servers all do the same thing at the top of GET/PUT/etc.: they split the path, validate that the first two components are a good (device, partition) pair, and return a 400 if they're not. The object server already had a module-local helper function for this, but the account and container servers just had duplicate boilerplate code. Now it's all in one common helper.  Change-Id: I9a20d37fc9e1a68b10149a7aa78cb9691fc04ea9",quality,,,,,,
openstack%2Fswift~master~I9a20d37fc9e1a68b10149a7aa78cb9691fc04ea9,https://review.opendev.org/42447,Refactor path splitting and validation.,"Refactor path splitting and validation.  The account, container, and object servers all do the same thing at the top of GET/PUT/etc.: they split the path, validate that the first two components are a good (device, partition) pair, and return a 400 if they're not. The object server already had a module-local helper function for this, but the account and container servers just had duplicate boilerplate code. Now it's all in one common helper.  Change-Id: I9a20d37fc9e1a68b10149a7aa78cb9691fc04ea9",objective,,,,,,
openstack%2Fswift~master~I316873df289160d526487ad116f6fbb9a575e3de,https://review.opendev.org/42002,Refactor how we pick listings' content type.,"Refactor how we pick listings' content type.  There were a few different places where we had some repeated code to figure out what format an account or container listing response should be in (text, JSON, or XML). Now that's been pulled into a single function.  As part of this, you can now raise HTTPException subclasses in proxy controllers instead of laboriously plumbing error responses all the way back up to swift.proxy.server.Application.handle_request(). This lets us avoid certain ugly patterns, like the one where a method returns a tuple of (x, y, z, error) and the caller has to see if it got (value, value, value, None) or (None, None, None, errorvalue). Now we can just raise the error.  Change-Id: I316873df289160d526487ad116f6fbb9a575e3de",objective,,,,,,
openstack%2Fswift~master~I316873df289160d526487ad116f6fbb9a575e3de,https://review.opendev.org/42002,Refactor how we pick listings' content type.,"Refactor how we pick listings' content type.  There were a few different places where we had some repeated code to figure out what format an account or container listing response should be in (text, JSON, or XML). Now that's been pulled into a single function.  As part of this, you can now raise HTTPException subclasses in proxy controllers instead of laboriously plumbing error responses all the way back up to swift.proxy.server.Application.handle_request(). This lets us avoid certain ugly patterns, like the one where a method returns a tuple of (x, y, z, error) and the caller has to see if it got (value, value, value, None) or (None, None, None, errorvalue). Now we can just raise the error.  Change-Id: I316873df289160d526487ad116f6fbb9a575e3de",quality,,,,,,
openstack%2Fswift~master~I316873df289160d526487ad116f6fbb9a575e3de,https://review.opendev.org/42002,Refactor how we pick listings' content type.,"Refactor how we pick listings' content type.  There were a few different places where we had some repeated code to figure out what format an account or container listing response should be in (text, JSON, or XML). Now that's been pulled into a single function.  As part of this, you can now raise HTTPException subclasses in proxy controllers instead of laboriously plumbing error responses all the way back up to swift.proxy.server.Application.handle_request(). This lets us avoid certain ugly patterns, like the one where a method returns a tuple of (x, y, z, error) and the caller has to see if it got (value, value, value, None) or (None, None, None, errorvalue). Now we can just raise the error.  Change-Id: I316873df289160d526487ad116f6fbb9a575e3de",objective,,,,,,
openstack%2Ftaskflow~master~I43f4ae2db2b7a20f294e2f2d91d53e151a60b139,https://review.opendev.org/43169,Refactor decorators,"Refactor decorators  There must be difference between task class and task instance: at the very least, they have different uuids. Task decorator should produce task classes, not instances.  This commit attempts to simplify things by adding attribute to function instead of wrapping it.  Change-Id: I43f4ae2db2b7a20f294e2f2d91d53e151a60b139",objective,,,,,,
openstack%2Ftaskflow~master~I43f4ae2db2b7a20f294e2f2d91d53e151a60b139,https://review.opendev.org/43169,Refactor decorators,"Refactor decorators  There must be difference between task class and task instance: at the very least, they have different uuids. Task decorator should produce task classes, not instances.  This commit attempts to simplify things by adding attribute to function instead of wrapping it.  Change-Id: I43f4ae2db2b7a20f294e2f2d91d53e151a60b139",quality,,,,,,
openstack%2Ftaskflow~master~I43f4ae2db2b7a20f294e2f2d91d53e151a60b139,https://review.opendev.org/43169,Refactor decorators,"Refactor decorators  There must be difference between task class and task instance: at the very least, they have different uuids. Task decorator should produce task classes, not instances.  This commit attempts to simplify things by adding attribute to function instead of wrapping it.  Change-Id: I43f4ae2db2b7a20f294e2f2d91d53e151a60b139",objective,,,,,,
openstack%2Fnova~master~If34bb8849ad2dacf471f1bec5e72a37ddda79464,https://review.opendev.org/40907,xenapi: refactor - extract get_virtual_size,"xenapi: refactor - extract get_virtual_size  This change extracts a function get_virtual_size. This is needed, because we would like to support tar.gz files, in which case the image's virtual size will be determined by looking at the tar.gz stream. The first tarinfo will tell us the size.  related to blueprint xenapi-supported-image-import-export  Change-Id: If34bb8849ad2dacf471f1bec5e72a37ddda79464",objective,,,,,,
openstack%2Fnova~master~If34bb8849ad2dacf471f1bec5e72a37ddda79464,https://review.opendev.org/40907,xenapi: refactor - extract get_virtual_size,"xenapi: refactor - extract get_virtual_size  This change extracts a function get_virtual_size. This is needed, because we would like to support tar.gz files, in which case the image's virtual size will be determined by looking at the tar.gz stream. The first tarinfo will tell us the size.  related to blueprint xenapi-supported-image-import-export  Change-Id: If34bb8849ad2dacf471f1bec5e72a37ddda79464",integration,,,,,,
openstack%2Fnova~master~If34bb8849ad2dacf471f1bec5e72a37ddda79464,https://review.opendev.org/40907,xenapi: refactor - extract get_virtual_size,"xenapi: refactor - extract get_virtual_size  This change extracts a function get_virtual_size. This is needed, because we would like to support tar.gz files, in which case the image's virtual size will be determined by looking at the tar.gz stream. The first tarinfo will tell us the size.  related to blueprint xenapi-supported-image-import-export  Change-Id: If34bb8849ad2dacf471f1bec5e72a37ddda79464",objective,,,,,,
openstack%2Fnova~master~I27681da069ba2cd23670ef41f54ed9ac5af31ae6,https://review.opendev.org/40906,xenapi: refactor - extract get_stream_funct_for,"xenapi: refactor - extract get_stream_funct_for  This change extracts the get_stream_funct_for function. As we would like to support tar.gz compressed raw images, the stream function for them should be different from the plain ones.  related to blueprint xenapi-supported-image-import-export  Change-Id: I27681da069ba2cd23670ef41f54ed9ac5af31ae6",objective,,,,,,
openstack%2Fnova~master~I27681da069ba2cd23670ef41f54ed9ac5af31ae6,https://review.opendev.org/40906,xenapi: refactor - extract get_stream_funct_for,"xenapi: refactor - extract get_stream_funct_for  This change extracts the get_stream_funct_for function. As we would like to support tar.gz compressed raw images, the stream function for them should be different from the plain ones.  related to blueprint xenapi-supported-image-import-export  Change-Id: I27681da069ba2cd23670ef41f54ed9ac5af31ae6",integration,,,,,,
openstack%2Fnova~master~I27681da069ba2cd23670ef41f54ed9ac5af31ae6,https://review.opendev.org/40906,xenapi: refactor - extract get_stream_funct_for,"xenapi: refactor - extract get_stream_funct_for  This change extracts the get_stream_funct_for function. As we would like to support tar.gz compressed raw images, the stream function for them should be different from the plain ones.  related to blueprint xenapi-supported-image-import-export  Change-Id: I27681da069ba2cd23670ef41f54ed9ac5af31ae6",objective,,,,,,
x%2Fcloudcafe~master~If4e56b2b90b3395eafd0b71f14d23bf0d3d97db6,https://review.opendev.org/42567,Refactor of Servers requests,"Refactor of Servers requests  * Replaced usage of banned _auto_to_* function calls    with proper serialization * Renamed un-pythonic properties to proper names * Refactored rebuild to no longer inherit from create   server. There could be some code sharing between the   two, but the previous implementation was hackish  Change-Id: If4e56b2b90b3395eafd0b71f14d23bf0d3d97db6",quality,,,,,,
x%2Fcloudcafe~master~If4e56b2b90b3395eafd0b71f14d23bf0d3d97db6,https://review.opendev.org/42567,Refactor of Servers requests,"Refactor of Servers requests  * Replaced usage of banned _auto_to_* function calls    with proper serialization * Renamed un-pythonic properties to proper names * Refactored rebuild to no longer inherit from create   server. There could be some code sharing between the   two, but the previous implementation was hackish  Change-Id: If4e56b2b90b3395eafd0b71f14d23bf0d3d97db6",objective,,,,,,
openstack%2Freviewstats~master~I6c59474da3e72e6cf21366f259173630a9a22863,https://review.opendev.org/41244,Refactor into a main() function,Refactor into a main() function  Add a main() function.  Also only process one project's changes at a time to help reduce how much has to be held in memory at once.  Change-Id: I6c59474da3e72e6cf21366f259173630a9a22863,objective,,,,,,
openstack%2Freviewstats~master~I6c59474da3e72e6cf21366f259173630a9a22863,https://review.opendev.org/41244,Refactor into a main() function,Refactor into a main() function  Add a main() function.  Also only process one project's changes at a time to help reduce how much has to be held in memory at once.  Change-Id: I6c59474da3e72e6cf21366f259173630a9a22863,refactoring,,,,,,
openstack%2Freviewstats~master~I6c59474da3e72e6cf21366f259173630a9a22863,https://review.opendev.org/41244,Refactor into a main() function,Refactor into a main() function  Add a main() function.  Also only process one project's changes at a time to help reduce how much has to be held in memory at once.  Change-Id: I6c59474da3e72e6cf21366f259173630a9a22863,objective,,,,,,
openstack%2Fheat~master~I529e2d1324981de7336264b5c697f1944668d013,https://review.opendev.org/40510,Refactor useful nova functions for re-use.,Refactor useful nova functions for re-use.  Refactor handy nova functions out of Instance and into a helper module. This allows alternate compute implementations to use this functionality without having to subclass.  Change-Id: I529e2d1324981de7336264b5c697f1944668d013,quality,,,,,,
openstack%2Fheat~master~I529e2d1324981de7336264b5c697f1944668d013,https://review.opendev.org/40510,Refactor useful nova functions for re-use.,Refactor useful nova functions for re-use.  Refactor handy nova functions out of Instance and into a helper module. This allows alternate compute implementations to use this functionality without having to subclass.  Change-Id: I529e2d1324981de7336264b5c697f1944668d013,objective,,,,,,
openstack%2Fvalidations-libs~master~I41f15c28dfddd911294ecc8e3e0331a4956dc5d8,https://review.opendev.org/787165,CLI colors refactored,CLI colors refactored  Colors are now stored in their own module. Output coloring was factored out into a separate utility function.  State => color mapping is now implemented as a dictionary instead of multiple conditionals.  Signed-off-by: Jiri Podivin <jpodivin@redhat.com> Change-Id: I41f15c28dfddd911294ecc8e3e0331a4956dc5d8,objective,,,,,,
openstack%2Fvalidations-libs~master~I41f15c28dfddd911294ecc8e3e0331a4956dc5d8,https://review.opendev.org/787165,CLI colors refactored,CLI colors refactored  Colors are now stored in their own module. Output coloring was factored out into a separate utility function.  State => color mapping is now implemented as a dictionary instead of multiple conditionals.  Signed-off-by: Jiri Podivin <jpodivin@redhat.com> Change-Id: I41f15c28dfddd911294ecc8e3e0331a4956dc5d8,refactoring,,,,,,
x%2Fcloudroast~master~Idf9d30a7ce52a00fc8bb5f135ea7c6ad9e1b308f,https://review.opendev.org/39316,Refactoring and adding to functional orders tests,Refactoring and adding to functional orders tests  Change-Id: Idf9d30a7ce52a00fc8bb5f135ea7c6ad9e1b308f,objective,,,,,,
x%2Fcloudroast~master~Idf9d30a7ce52a00fc8bb5f135ea7c6ad9e1b308f,https://review.opendev.org/39316,Refactoring and adding to functional orders tests,Refactoring and adding to functional orders tests  Change-Id: Idf9d30a7ce52a00fc8bb5f135ea7c6ad9e1b308f,testing,,,,,,
stackforge%2Flibra~release-v3~I2941b12de47b8b693e284c65f96cd671fd1d6290,https://review.opendev.org/36219,[MGM] Refactor pool manager ready for new functions such as delete,[MGM] Refactor pool manager ready for new functions such as delete  Change-Id: I2941b12de47b8b693e284c65f96cd671fd1d6290,refactoring,,,,,,
stackforge%2Flibra~master~I2941b12de47b8b693e284c65f96cd671fd1d6290,https://review.opendev.org/36077,[MGM] Refactor pool manager ready for new functions such as delete,[MGM] Refactor pool manager ready for new functions such as delete  Change-Id: I2941b12de47b8b693e284c65f96cd671fd1d6290,refactoring,,,,,,
openstack%2Fswift~master~I259df5602bed60d6cb48e07d6d9e58e8320ee12a,https://review.opendev.org/32811,Refactor DiskFile instantiation in object server.,"Refactor DiskFile instantiation in object server.  DiskFile() takes a lot of arguments whose value is the same on every instantiation, so I pulled that stuff out into a utility method. No functionality change is intended.  Change-Id: I259df5602bed60d6cb48e07d6d9e58e8320ee12a",objective,,,,,,
openstack%2Fswift~master~I259df5602bed60d6cb48e07d6d9e58e8320ee12a,https://review.opendev.org/32811,Refactor DiskFile instantiation in object server.,"Refactor DiskFile instantiation in object server.  DiskFile() takes a lot of arguments whose value is the same on every instantiation, so I pulled that stuff out into a utility method. No functionality change is intended.  Change-Id: I259df5602bed60d6cb48e07d6d9e58e8320ee12a",refactoring,,,,,,
openstack%2Fcinder~master~I4f335bfcd03cd1da52a9e5c5c689d97581614af6,https://review.opendev.org/33808,Refactor the backup method of SwiftBackupService,Refactor the backup method of SwiftBackupService  Export functionalities of backup to 3 new methods: prepare_backup backup_chunk and finalize_backup. The original backup function calls those functions. This allows other drivers to combine them in a different logic. e.g for the RBDDriver  Change-Id: I4f335bfcd03cd1da52a9e5c5c689d97581614af6,objective,,,,,,
openstack%2Fcinder~master~I4f335bfcd03cd1da52a9e5c5c689d97581614af6,https://review.opendev.org/33808,Refactor the backup method of SwiftBackupService,Refactor the backup method of SwiftBackupService  Export functionalities of backup to 3 new methods: prepare_backup backup_chunk and finalize_backup. The original backup function calls those functions. This allows other drivers to combine them in a different logic. e.g for the RBDDriver  Change-Id: I4f335bfcd03cd1da52a9e5c5c689d97581614af6,quality,,,,,,
openstack%2Fcinder~master~I4f335bfcd03cd1da52a9e5c5c689d97581614af6,https://review.opendev.org/33808,Refactor the backup method of SwiftBackupService,Refactor the backup method of SwiftBackupService  Export functionalities of backup to 3 new methods: prepare_backup backup_chunk and finalize_backup. The original backup function calls those functions. This allows other drivers to combine them in a different logic. e.g for the RBDDriver  Change-Id: I4f335bfcd03cd1da52a9e5c5c689d97581614af6,objective,,,,,,
x%2Finception~master~I12c2418546f366b484acc1258d10cc5b6554af8a,https://review.opendev.org/30310,Refactor code,"Refactor code  _add_recipe and _add_run_list are combined, _run_chef_client are modified, and multi-thread code are put in a single function.  Change-Id: I12c2418546f366b484acc1258d10cc5b6554af8a",objective,,,,,,
x%2Finception~master~I12c2418546f366b484acc1258d10cc5b6554af8a,https://review.opendev.org/30310,Refactor code,"Refactor code  _add_recipe and _add_run_list are combined, _run_chef_client are modified, and multi-thread code are put in a single function.  Change-Id: I12c2418546f366b484acc1258d10cc5b6554af8a",objective,,,,,,
openstack%2Fdiskimage-builder~master~I24c5d1b1185de5693f145347fe912245f1ba7dfe,https://review.opendev.org/29378,Refactor the first boot routine.,Refactor the first boot routine.  Setting up a routine to run at first time the system boot may vary from distribution to distribution. This patch will remove the logic from the diskimage-builder code and put it into the elements.  The base element will now deploy a dib-first-boot script and each OS element will ensure that this script runs at rc.local time. By doing that we will put the OS specific stuff in the OS elements and remove the embedded code out of the img-function file.  Change-Id: I24c5d1b1185de5693f145347fe912245f1ba7dfe,objective,,,,,,
openstack%2Fdiskimage-builder~master~I24c5d1b1185de5693f145347fe912245f1ba7dfe,https://review.opendev.org/29378,Refactor the first boot routine.,Refactor the first boot routine.  Setting up a routine to run at first time the system boot may vary from distribution to distribution. This patch will remove the logic from the diskimage-builder code and put it into the elements.  The base element will now deploy a dib-first-boot script and each OS element will ensure that this script runs at rc.local time. By doing that we will put the OS specific stuff in the OS elements and remove the embedded code out of the img-function file.  Change-Id: I24c5d1b1185de5693f145347fe912245f1ba7dfe,objective,,,,,,
openstack%2Fnova~master~I92358bcda157c95290b31e3b7997e3432a65b404,https://review.opendev.org/29062,Refactored tests for db.key_pair_*() functions.,Refactored tests for key_pair_*() functions.  Change-Id: I92358bcda157c95290b31e3b7997e3432a65b404,testing,,,,,,
openstack%2Fnova~master~I92358bcda157c95290b31e3b7997e3432a65b404,https://review.opendev.org/29062,Refactored tests for db.key_pair_*() functions.,Refactored tests for key_pair_*() functions.  Change-Id: I92358bcda157c95290b31e3b7997e3432a65b404,refactoring,,,,,,
x%2Fcloudcafe~master~I20f53550f5738f61d3ffea852e79b824111426a5,https://review.opendev.org/27644,Refactored image behaviors,Refactored image behaviors  * Modified polling methods to match standard CC style * Added create_active_image function  Change-Id: I20f53550f5738f61d3ffea852e79b824111426a5,objective,,,,,,
x%2Fcloudcafe~master~I20f53550f5738f61d3ffea852e79b824111426a5,https://review.opendev.org/27644,Refactored image behaviors,Refactored image behaviors  * Modified polling methods to match standard CC style * Added create_active_image function  Change-Id: I20f53550f5738f61d3ffea852e79b824111426a5,objective,,,,,,
openstack%2Fswift~master~I8565d42fcdb62eeb398c4432bb6f499c27c05cf6,https://review.opendev.org/26754,Refactoring format_device function,Refactoring format_device function  * Algorithm format_device was changed for simplicity extension new   ip addresses parameters. * Some prints outputs was replacement by function format_device.  Change-Id: I8565d42fcdb62eeb398c4432bb6f499c27c05cf6,objective,,,,,,
openstack%2Fswift~master~I8565d42fcdb62eeb398c4432bb6f499c27c05cf6,https://review.opendev.org/26754,Refactoring format_device function,Refactoring format_device function  * Algorithm format_device was changed for simplicity extension new   ip addresses parameters. * Some prints outputs was replacement by function format_device.  Change-Id: I8565d42fcdb62eeb398c4432bb6f499c27c05cf6,objective,,,,,,
openstack%2Fdevstack~master~I68e3e3973d15dc0b4f534662a4f57a9f38f69784,https://review.opendev.org/25832,refactor the install/configure split,"refactor the install/configure split  configure remains just to generate configs, install now gets the setup_develop in addition to the git clone. This lets use remove configure_glanceclient as a function  Change-Id: I68e3e3973d15dc0b4f534662a4f57a9f38f69784",objective,,,,,,
openstack%2Fdevstack~master~I68e3e3973d15dc0b4f534662a4f57a9f38f69784,https://review.opendev.org/25832,refactor the install/configure split,"refactor the install/configure split  configure remains just to generate configs, install now gets the setup_develop in addition to the git clone. This lets use remove configure_glanceclient as a function  Change-Id: I68e3e3973d15dc0b4f534662a4f57a9f38f69784",objective,,,,,,
openstack%2Fdevstack~master~I70a8cfe67ed408284f5c88c762c6bb8acb8ecdb2,https://review.opendev.org/23023,Refactor error logging,"Refactor error logging  It is hard to grep errors in current log. so in this patch, I'm adding log_error function which also writes log for screen_log_dir/error.log. In future, we may categolize negative fault by using this error.log.  Change-Id: I70a8cfe67ed408284f5c88c762c6bb8acb8ecdb2",objective,,,,,,
openstack%2Fdevstack~master~I70a8cfe67ed408284f5c88c762c6bb8acb8ecdb2,https://review.opendev.org/23023,Refactor error logging,"Refactor error logging  It is hard to grep errors in current log. so in this patch, I'm adding log_error function which also writes log for screen_log_dir/error.log. In future, we may categolize negative fault by using this error.log.  Change-Id: I70a8cfe67ed408284f5c88c762c6bb8acb8ecdb2",objective,,,,,,
openstack%2Fnova~master~I1475b184d8e88b700d606aaf77cc7cd21e83efbb,https://review.opendev.org/19944,Refactor compute_utils to avoid db lookup,Refactor compute_utils to avoid db lookup  This simple change passes bdms into the following compute_utils function to avoid it doing a database lookup:    get_device_name_for_instance()  Related to bp/no-db-compute  Change-Id: I1475b184d8e88b700d606aaf77cc7cd21e83efbb,integration,,,,,,
openstack%2Fnova~master~I1475b184d8e88b700d606aaf77cc7cd21e83efbb,https://review.opendev.org/19944,Refactor compute_utils to avoid db lookup,Refactor compute_utils to avoid db lookup  This simple change passes bdms into the following compute_utils function to avoid it doing a database lookup:    get_device_name_for_instance()  Related to bp/no-db-compute  Change-Id: I1475b184d8e88b700d606aaf77cc7cd21e83efbb,objective,,,,,,
openstack%2Fdevstack~master~I4a6e7fcebfb11556968f53ab6a0e862ce16bb139,https://review.opendev.org/18530,Refactor quantum installation,Refactor quantum installation  * Move quantum installation to lib/quantum * Refactor quantum configuration * Move Quantum service account creation from keystone_data.sh to lib/quantum * Define generic functions to install third party programs  * Minor cleanups related to Quantum   * Kill dnsmasq which watches an interface 'ns-XXXXXX' in unstack.sh   * Set default_floating_pool in nova.conf to make default flaoting pool     work when PUBLIC_NETWORK_NAME is other than 'nova'   * Make tempest work even when PRIVATE_NETWORK_NAME is other than 'private'  Change-Id: I4a6e7fcebfb11556968f53ab6a0e862ce16bb139,quality,,,,,,
openstack%2Fdevstack~master~I4a6e7fcebfb11556968f53ab6a0e862ce16bb139,https://review.opendev.org/18530,Refactor quantum installation,Refactor quantum installation  * Move quantum installation to lib/quantum * Refactor quantum configuration * Move Quantum service account creation from keystone_data.sh to lib/quantum * Define generic functions to install third party programs  * Minor cleanups related to Quantum   * Kill dnsmasq which watches an interface 'ns-XXXXXX' in unstack.sh   * Set default_floating_pool in nova.conf to make default flaoting pool     work when PUBLIC_NETWORK_NAME is other than 'nova'   * Make tempest work even when PRIVATE_NETWORK_NAME is other than 'private'  Change-Id: I4a6e7fcebfb11556968f53ab6a0e862ce16bb139,objective,,,,,,
openstack%2Fkeystone~master~I87404b80ea9800d6792f97a7a3a64fe839065c1c,https://review.opendev.org/17782,module refactoring,module refactoring  Distributes the functionality of service.py into the modules. Moves ComposableRouters into their own package keystone/routers. Moved the token controller from service.py into trusts/controllers split out extensions move version controller into catalog/controllers removed apis from common controller and pushed  down to module controllers  Change-Id: I87404b80ea9800d6792f97a7a3a64fe839065c1c,quality,,,,,,
openstack%2Fkeystone~master~I87404b80ea9800d6792f97a7a3a64fe839065c1c,https://review.opendev.org/17782,module refactoring,module refactoring  Distributes the functionality of service.py into the modules. Moves ComposableRouters into their own package keystone/routers. Moved the token controller from service.py into trusts/controllers split out extensions move version controller into catalog/controllers removed apis from common controller and pushed  down to module controllers  Change-Id: I87404b80ea9800d6792f97a7a3a64fe839065c1c,objective,,,,,,
openstack%2Fswift~master~Id06ef6584941f8a572e286f69dfa3d96fe451355,https://review.opendev.org/16041,Refactor db_replicator's roundrobin_datadirs,"Refactor db_replicator's roundrobin_datadirs  roundrobin_datadirs was returning any .db file at any depth in the accounts/containers structure. Since xfs corruption can cause such files to appear in odd places at times (only happened on one drive of ours so far, but still...), I've refactored this function to only return .db files at the proper depth.  Change-Id: Id06ef6584941f8a572e286f69dfa3d96fe451355",integration,,,,,,
openstack%2Fswift~master~Id06ef6584941f8a572e286f69dfa3d96fe451355,https://review.opendev.org/16041,Refactor db_replicator's roundrobin_datadirs,"Refactor db_replicator's roundrobin_datadirs  roundrobin_datadirs was returning any .db file at any depth in the accounts/containers structure. Since xfs corruption can cause such files to appear in odd places at times (only happened on one drive of ours so far, but still...), I've refactored this function to only return .db files at the proper depth.  Change-Id: Id06ef6584941f8a572e286f69dfa3d96fe451355",quality,,,,,,
openstack%2Fswift~master~Id06ef6584941f8a572e286f69dfa3d96fe451355,https://review.opendev.org/16041,Refactor db_replicator's roundrobin_datadirs,"Refactor db_replicator's roundrobin_datadirs  roundrobin_datadirs was returning any .db file at any depth in the accounts/containers structure. Since xfs corruption can cause such files to appear in odd places at times (only happened on one drive of ours so far, but still...), I've refactored this function to only return .db files at the proper depth.  Change-Id: Id06ef6584941f8a572e286f69dfa3d96fe451355",objective,,,,,,
openstack%2Fnova~master~Ib97ab907ac820e616017f770c2f3a8366af57a0f,https://review.opendev.org/14777,Refactor: config drive related functions,"Refactor: config drive related functions  Related to blueprint xenapi-config-drive  Move the configdrive related functions to the nova.virt.configdrive module, so that it could be used by other drivers as well. Also move the configdrive related configuration options to the same module.  Change-Id: Ib97ab907ac820e616017f770c2f3a8366af57a0f",quality,,,,,,
openstack%2Fnova~master~Ib97ab907ac820e616017f770c2f3a8366af57a0f,https://review.opendev.org/14777,Refactor: config drive related functions,"Refactor: config drive related functions  Related to blueprint xenapi-config-drive  Move the configdrive related functions to the nova.virt.configdrive module, so that it could be used by other drivers as well. Also move the configdrive related configuration options to the same module.  Change-Id: Ib97ab907ac820e616017f770c2f3a8366af57a0f",integration,,,,,,
openstack%2Fnova~master~Ib97ab907ac820e616017f770c2f3a8366af57a0f,https://review.opendev.org/14777,Refactor: config drive related functions,"Refactor: config drive related functions  Related to blueprint xenapi-config-drive  Move the configdrive related functions to the nova.virt.configdrive module, so that it could be used by other drivers as well. Also move the configdrive related configuration options to the same module.  Change-Id: Ib97ab907ac820e616017f770c2f3a8366af57a0f",objective,,,,,,
openstack%2Fnova~master~I739dd246410c215f401ebd3a92b8207f46e8fb9a,https://review.opendev.org/10186,refactor all uses of the `qemu-img info` command,"refactor all uses of the `qemu-img info` command  * nova/virt/images.py: Define a single function that calls `qemu-img info` in a robust manner, by avoiding locale issues etc. * nova/virt/libvirt/utils.py: Define secondary functions to parse items returned from images.qemu_img_info(). * nova/virt/libvirt/driver.py: Use the libvirt.utils functions. * nova/virt/disk/api.py: Likewise. * nova/tests/test_libvirt.py: Remove no longer needed stub for utils.execute('qemu-img info'). Adjust to a more restrictive `qemu-img info` format, and more robust calling signature.  Change-Id: I739dd246410c215f401ebd3a92b8207f46e8fb9a",objective,,,,,,
openstack%2Fnova~master~I739dd246410c215f401ebd3a92b8207f46e8fb9a,https://review.opendev.org/10186,refactor all uses of the `qemu-img info` command,"refactor all uses of the `qemu-img info` command  * nova/virt/images.py: Define a single function that calls `qemu-img info` in a robust manner, by avoiding locale issues etc. * nova/virt/libvirt/utils.py: Define secondary functions to parse items returned from images.qemu_img_info(). * nova/virt/libvirt/driver.py: Use the libvirt.utils functions. * nova/virt/disk/api.py: Likewise. * nova/tests/test_libvirt.py: Remove no longer needed stub for utils.execute('qemu-img info'). Adjust to a more restrictive `qemu-img info` format, and more robust calling signature.  Change-Id: I739dd246410c215f401ebd3a92b8207f46e8fb9a",objective,,,,,,
openstack%2Fhorizon~master~I4f3112af797aff8c4c5e9930c6ca33a70e45589d,https://review.opendev.org/9502,Auth refactor.,"Auth refactor.  Switch to using the self-contained django_openstack_auth package which is a proper django.contrib.auth pluggable backend.  Notable functional improvements include:    * Better overall security via use of standard Django     auth code (well-vetted by security experts).   * Token expiration checking.   * User ""enabled"" attribute checking.   * Support for full range of Django auth attributes     such as is_anonymous, is_active, is_superuser, etc.   * Improved hooks for RBAC/permission-based acess control.  Regarding the RBAC/permission-based access control, this patch moves all ""role"" and ""service""-oriented checks to permission checks. This will make transitioning to policy-driven checking much easier once that fully lands in OpenStack.  Implements blueprint move-keystone-support-to-django-auth-backend  Change-Id: I4f3112af797aff8c4c5e9930c6ca33a70e45589d",objective,,,,,,
